coordinate,frequency,normalized_fft_power
x,2.7246594175714094,7.154210861400959e-06
x,2.7309086364190502,8.605438803293665e-06
x,2.737157855266691,2.8490726763195004e-06
x,2.743407074114332,6.1249362730510195e-06
x,2.749656292961973,1.045758414236341e-05
x,2.7559055118096136,2.8193399275485597e-06
x,2.7621547306572545,2.0680092856842243e-05
x,2.7684039495048953,2.8870999963195275e-05
x,2.774653168352536,2.3455074944395015e-05
x,2.780902387200177,2.0801299125641614e-05
x,2.787151606047818,4.033235807114523e-06
x,2.7934008248954587,9.507964537303997e-06
x,2.7996500437430996,4.670960688941667e-05
x,2.8058992625907404,2.621961465675526e-05
x,2.8121484814383813,3.8825590099518256e-05
x,2.818397700286022,7.567149462990533e-05
x,2.824646919133663,1.4618577358404358e-05
x,2.830896137981304,6.010603419239692e-05
x,2.8371453568289446,4.0092941637038324e-05
x,2.8433945756765855,4.8592862051266e-06
x,2.8496437945242263,3.9643551245643567e-05
x,2.855893013371867,5.273965001433933e-05
x,2.862142232219508,1.4956674252183066e-05
x,2.868391451067149,1.7694814094763824e-05
x,2.8746406699147897,3.9335961517863426e-05
x,2.8808898887624306,0.00015984773089583115
x,2.8871391076100714,0.0001436942941463066
x,2.8933883264577123,1.0889189054458198e-05
x,2.899637545305353,0.0001486463451384671
x,2.905886764152994,8.146364250309184e-05
x,2.912135983000635,9.733033241180455e-05
x,2.9183852018482757,0.00021069226370264317
x,2.9246344206959165,0.00013596536030167707
x,2.9308836395435574,0.00012654804813715267
x,2.937132858391198,0.0002234792932209976
x,2.943382077238839,7.861536180380975e-05
x,2.94963129608648,0.0003077840114391221
x,2.9558805149341207,0.0001506755489978735
x,2.9621297337817616,4.8057615260701176e-05
x,2.9683789526294024,0.0002068712399824178
x,2.9746281714770433,0.00011339280077164526
x,2.980877390324684,3.605057649756008e-05
x,2.987126609172325,0.00017658376637869912
x,2.993375828019966,8.600186956084785e-05
x,2.9996250468676067,5.657425648210183e-05
x,3.0058742657152475,2.203494734413578e-05
x,3.0121234845628884,4.188351352985959e-05
x,3.018372703410529,4.554099071778725e-05
x,3.02462192225817,2.0659751938646393e-06
x,3.030871141105811,3.728996323761918e-05
x,3.0371203599534518,8.791211257555338e-05
x,3.0433695788010926,3.419063410818461e-05
x,3.0496187976487334,6.038952884748249e-05
